<<<<<<<< HEAD:datasets/LLM_generated/pricesLLMGlobal.csv
Country,University,CollegeRank,Tuition,PercOfIntStud,AcceptanceRate,SafetyIndex,LivingCost,RentCost,GroceriesCost,RecreationCost,HealthcareCost,TransportCost,Link,Computer Science,Business,Economics,Psychology,Biology,Law,Medicine,Mathematics,Art,Physics,Latitude,Longitude,Ranking,region,SafetyCategory
UNITED STATES,University of Illinois Urbana-Champaign,42,35000,23,63,80,1500,800,350,150,1000,80,https://illinois.edu,1,1,1,1,1,1,0,1,1,1,40.102,-88.2272,42.0,Northern America,high-safety
UNITED STATES,Illinois Institute of Technology,450,35000,25,60,70,1200,800,200,100,2500,100,https://www.iit.edu,1,1,0,0,0,0,0,1,0,1,41.8349,-87.627,373.0,Northern America,medium-high safety
URUGUAY,University of the Republic,1001+,800,2,70,75,600,300,150,100,100,30,https://www.udelar.edu.uy,1,1,1,1,1,1,1,1,1,1,-34.9033,-56.1882,2001.0,Southern America,high-safety
UZBEKISTAN,National University of Uzbekistan,1001+,1500,3,70,60,400,100,80,40,50,20,https://nuu.uz,1,1,1,1,1,1,1,1,1,1,41.3261,69.2814,2001.0,Asia,medium-safety
VENEZUELA,Central University of Venezuela,1001+,1000,3,60,40,300,150,80,40,70,15,https://www.ucv.ve,1,1,1,1,1,1,1,1,1,1,10.4905,-66.8916,2001.0,Southern America,low-medium-safety
VIETNAM,"Vietnam National University, Hanoi",1001+,2000,10,70,65,400,150,100,50,60,20,https://www.vnu.edu.vn,1,1,1,1,1,1,1,1,1,1,21.0333,105.8019,1479.0,Asia,medium-high safety
YEMEN,Sana'a University,1001+,800,2,70,30,300,100,50,20,50,15,https://su.edu.ye/en/,1,1,1,1,1,1,1,1,1,1,15.3694,44.191,2001.0,Asia,low-safety
ZAMBIA,University of Zambia,1001+,1500,5,75,55,500,200,100,50,100,30,https://www.unza.zm,1,1,1,1,1,1,1,1,1,1,-15.3946,28.31,1505.0,Africa,medium-safety
ZIMBABWE,University of Zimbabwe,1001+,800,4,50,45,400,150,100,30,80,25,https://www.uz.ac.zw,1,1,1,1,1,1,1,1,1,1,-17.7944,31.0534,1509.0,Africa,low-medium-safety
========
Country,University,CollegeRank,Tuition,PercOfIntStud,AcceptanceRate,SafetyIndex,LivingCost,RentCost,GroceriesCost,RecreationCost,HealthcareCost,TransportCost,Link,Computer Science,Business,Economics,Psychology,Biology,Law,Medicine,Mathematics,Art,Physics,Latitude,Longitude,Ranking,region
ALBANIA,University of Tirana,1001+,1500,5,60,70,600,250,150,50,100,30,https://unitir.edu.al,1,1,1,1,1,1,1,0,1,1,41.3275,19.8189,2001.0,Europe
ALGERIA,University of Algiers,1001+,800,2,50,65,550,200,120,60,120,40,http://www.univ-alger.dz,1,1,1,0,1,1,1,1,1,1,36.7529,3.042,2001.0,Africa
ARGENTINA,University of Buenos Aires,131,0,8,65,70,600,250,150,100,200,30,https://www.uba.ar,1,1,1,1,1,1,1,1,1,1,-34.5997,-58.3721,2001.0,Southern America
ARMENIA,Yerevan State University,1001+,2000,6,40,70,600,250,120,50,150,40,https://www.ysu.am,1,1,1,0,1,1,1,1,1,1,40.1872,44.5152,1902.0,Asia
AUSTRALIA,University of Melbourne,32,32000,44,70,85,2000,1200,400,200,1000,90,https://www.unimelb.edu.au,1,1,1,1,1,1,1,1,1,1,-37.7962,144.9614,37.0,Oceania
AUSTRALIA,University of Sydney,37,36000,45,30,85,2200,1300,400,200,1000,90,https://www.sydney.edu.au,1,1,1,1,1,1,1,1,1,1,-33.8886,151.1872,60.0,Oceania
AUSTRALIA,University of New South Wales,49,33000,40,30,82,2000,1200,400,200,700,90,https://www.unsw.edu.au,1,1,1,1,1,1,1,1,1,1,-33.917,151.2311,1167.0,Oceania
AUSTRALIA,University of Queensland,58,32000,39,40,85,2000,1100,400,200,700,90,https://www.uq.edu.au,1,1,1,1,1,1,1,1,1,1,-27.4975,153.0137,70.0,Oceania
AUSTRALIA,University of Adelaide,64,28000,31,44,87,1800,900,300,150,600,70,https://www.adelaide.edu.au,1,1,1,1,1,1,1,1,1,1,-34.9212,138.605,111.0,Oceania
AUSTRALIA,Macquarie University,282,25000,27,40,85,2200,900,350,200,400,100,https://www.mq.edu.au,1,1,1,1,1,1,0,1,1,1,-33.7739,151.1117,180.0,Oceania
AUSTRALIA,University of Tasmania,377,22000,19,75,88,1600,650,300,200,400,60,https://www.utas.edu.au,1,1,1,1,1,1,1,1,1,1,-42.9036,147.3272,297.0,Oceania
AUSTRALIA,University of Wollongong,383,24000,25,75,90,1800,750,350,200,400,65,https://www.uow.edu.au,1,1,1,1,1,1,1,1,1,1,-34.4065,150.8785,250.0,Oceania
AUSTRALIA,University of Western Australia,489,35000,25,63,88,1900,850,370,210,500,70,https://www.uwa.edu.au,1,1,1,1,1,1,1,1,1,1,-31.9797,115.8199,144.0,Oceania
AUSTRALIA,Western Sydney University,606,20000,15,30,85,1800,1000,350,200,500,100,https://www.westernsydney.edu.au,1,1,1,1,1,1,0,1,1,1,-33.885,150.9921,348.0,Oceania
AUSTRALIA,James Cook University,642,20000,22,80,75,1500,700,300,120,500,60,https://www.jcu.edu.au,1,1,1,1,1,1,1,1,1,1,-19.3312,146.7586,375.0,Oceania
AUSTRALIA,Flinders University,652,20000,25,65,75,1400,700,250,120,500,50,https://www.flinders.edu.au,1,1,1,1,1,1,1,1,1,1,-35.0231,138.5723,314.0,Oceania
AUSTRALIA,Swinburne University of Technology,659,22000,35,75,85,1200,600,250,90,500,60,https://www.swinburne.edu.au,1,1,1,1,1,1,1,1,1,1,-37.824,145.0364,242.0,Oceania
AUSTRALIA,University of South Australia,662,22000,30,80,80,1300,600,250,100,500,60,https://www.unisa.edu.au,1,1,1,1,1,1,1,1,1,1,-34.9204,138.599,335.0,Oceania
AUSTRIA,University of Vienna,61,1500,28,25,88,1300,700,250,150,400,60,https://www.univie.ac.at/en/,1,1,1,1,1,1,1,1,1,1,48.2132,16.3608,120.0,Europe
AUSTRIA,Johannes Kepler University Linz,206,1500,14,50,89,1100,450,300,130,250,45,https://www.jku.at/en,1,1,1,1,1,1,1,1,1,1,48.3364,14.3198,444.0,Europe
AUSTRIA,University of Innsbruck,223,1500,17,55,92,1000,400,250,150,200,40,https://www.uibk.ac.at,1,1,1,1,1,1,1,1,1,1,47.2644,11.3437,320.0,Europe
AUSTRIA,University of Graz,364,1500,15,65,86,1100,450,300,150,200,50,https://www.uni-graz.at,1,1,1,1,1,1,1,1,0,1,47.0805,15.4486,537.0,Europe
AUSTRIA,Medical University of Innsbruck,601,1500,9,45,90,1500,650,300,120,350,60,https://www.i-med.ac.at,0,0,0,1,1,0,1,0,0,1,47.2644,11.343,277.0,Europe
AUSTRIA,Medical University of Graz,601,1500,13,35,85,1000,500,250,150,300,50,https://www.medunigraz.at,0,0,0,1,1,0,1,0,0,0,47.0739,15.4355,223.0,Europe
AZERBAIJAN,Baku State University,1001+,2500,10,50,72,650,300,150,70,120,30,https://bsu.edu.az,1,1,1,1,1,1,1,1,1,1,40.3953,49.8523,1544.0,Asia
BAHAMAS,University of the Bahamas,1001+,4000,10,70,78,900,400,200,100,500,50,https://www.ub.edu.bs,1,1,1,0,1,1,1,1,1,0,25.0661,-77.345,2001.0,Southern America
BAHRAIN,University of Bahrain,801-1000,3000,8,70,75,1000,500,300,50,150,20,http://www.uob.edu.bh,1,1,1,0,1,1,0,1,1,1,26.1358,50.5047,2001.0,Asia
BANGLADESH,University of Dhaka,1001+,500,2,75,60,300,100,100,20,50,10,https://www.du.ac.bd,1,1,1,0,1,1,1,1,0,1,23.7333,90.3925,855.0,Asia
BARBADOS,"University of the West Indies, Cave Hill",1001+,4000,15,60,70,1200,600,300,100,200,30,https://www.cavehill.uwi.edu,1,1,1,1,1,1,1,1,1,0,13.15,-59.6425,1194.0,Southern America
BELARUS,Belarusian State University,601-800,3000,7,80,65,400,150,100,20,80,10,https://www.bsu.by,1,1,1,0,1,1,1,1,1,1,53.893,27.5477,1226.0,Europe
BELGIUM,KU Leuven,41,1750,20,30,85,1300,600,300,150,700,60,https://www.kuleuven.be,1,1,1,1,1,1,1,1,1,1,50.8789,4.7005,45.0,Europe
BELGIUM,University of Antwerp,70,900,18,45,87,1200,600,250,150,300,60,https://www.uantwerpen.be/en/,1,1,1,1,1,1,1,1,1,1,51.2205,4.3997,161.0,Europe
BELGIUM,Ghent University,145,6000,18,50,90,1200,500,250,150,400,60,https://www.ugent.be,1,1,1,1,1,1,1,1,1,1,51.0486,3.7252,115.0,Europe
BELGIUM,University of Liege,182,4175,23,55,85,1100,450,250,130,350,40,https://www.uliege.be,1,1,1,1,1,1,1,1,1,1,50.58,5.567,323.0,Europe
BELGIUM,Vrije Universiteit Brussel,588,3000,21,31,85,1400,700,250,140,350,50,https://www.vub.be,1,1,1,1,1,1,1,1,1,1,50.8211,4.3952,248.0,Europe
BOLIVIA,Universidad Mayor de San Andres,1001+,200,3,80,55,300,100,100,20,50,10,https://www.umsa.bo,1,1,1,0,1,1,1,1,0,1,-16.5,-68.15,2001.0,Southern America
BOSNIA AND HERZEGOVINA,University of Sarajevo,1001+,1000,5,70,65,400,150,120,30,80,15,https://www.unsa.ba,1,1,1,0,1,1,1,1,1,1,43.8563,18.4131,1829.0,Europe
BOTSWANA,University of Botswana,1001+,2500,10,75,60,700,300,200,50,150,20,https://www.ub.bw,1,1,1,0,1,1,1,1,0,1,-24.657,25.9089,1229.0,Africa
BRAZIL,University of Sao Paulo,88,0,9,13,50,1000,400,200,100,250,40,https://www5.usp.br,1,1,1,1,1,1,1,1,1,1,-23.5617,-46.7309,238.0,Southern America
BRAZIL,Federal University of Minas Gerais,208,0,4,65,55,600,200,150,80,100,20,https://ufmg.br,1,1,1,1,1,1,1,1,1,1,-19.9366,-43.9389,857.0,Southern America
BRAZIL,Federal University of Rio de Janeiro,298,500,3,70,50,700,250,200,100,100,30,https://ufrj.br,1,1,1,1,1,1,1,1,1,1,-22.861,-43.2296,653.0,Southern America
BULGARIA,Sofia University,1001+,2000,8,70,70,500,200,150,50,100,20,https://www.uni-sofia.bg,1,1,1,1,1,1,1,1,0,1,42.6934,23.332,1847.0,Europe
CAMBODIA,Royal University of Phnom Penh,1001+,300,5,80,60,300,100,100,20,80,10,https://www.rupp.edu.kh,1,0,0,0,1,1,0,1,0,1,11.565,104.8885,2001.0,Asia
CAMEROON,University of Yaounde I,1001+,500,5,70,55,350,120,100,20,80,10,https://www.uy1.uninet.cm,1,0,1,0,1,1,1,1,0,1,3.8667,11.5167,2001.0,Africa
CANADA,University of Toronto,24,38000,25,43,80,1800,1000,350,150,700,90,https://www.utoronto.ca,1,1,1,1,1,1,1,1,1,1,43.6629,-79.3957,21.0,Northern America
CANADA,University of British Columbia,39,35000,28,52,85,1800,1000,350,200,700,90,https://www.ubc.ca,1,1,1,1,1,1,1,1,1,1,49.2606,-123.246,41.0,Northern America
CANADA,McMaster University,62,25000,18,58,85,1500,800,350,150,600,70,https://www.mcmaster.ca,1,1,1,1,1,1,1,1,1,1,43.2615,-79.9198,104.0,Northern America
CANADA,University of Calgary,69,18000,20,50,88,1600,800,350,150,500,70,https://www.ucalgary.ca,1,1,1,1,1,1,1,1,1,1,51.078,-114.1336,207.0,Northern America
CANADA,University of Ottawa,71,18500,24,42,86,1600,800,350,150,500,70,https://www.uottawa.ca,1,1,1,1,1,1,1,1,1,1,45.4215,-75.6879,179.0,Northern America
CANADA,University of Alberta,76,20000,25,58,85,1500,750,300,150,400,70,https://www.ualberta.ca,1,1,1,1,1,1,1,1,1,1,53.5232,-113.5263,110.0,Northern America
CANADA,York University,253,25000,30,27,88,1500,800,300,150,400,60,https://www.yorku.ca,1,1,1,1,1,1,1,1,1,1,43.7748,-79.5015,27.0,Northern America
CANADA,University of Victoria,369,16000,18,64,87,1500,600,300,200,400,60,https://www.uvic.ca,1,1,1,1,1,1,0,1,1,1,48.4634,-123.3117,399.0,Northern America
CANADA,University of Manitoba,378,14000,15,52,85,1400,600,300,150,350,55,https://umanitoba.ca,1,1,1,1,1,1,1,1,1,1,49.8072,-97.1325,380.0,Northern America
CANADA,University of Guelph,384,18000,14,66,88,1500,600,300,150,300,50,https://www.uoguelph.ca,1,1,1,1,1,0,0,1,1,1,43.5346,-80.232,435.0,Northern America
CANADA,University of Waterloo,488,35000,22,53,86,1700,800,350,190,400,65,https://uwaterloo.ca,1,1,1,1,1,0,0,1,1,1,43.4723,-80.5449,159.0,Northern America
CANADA,Western University,594,20000,12,58,85,1400,600,300,150,300,70,https://www.uwo.ca,1,1,1,1,1,1,1,1,1,1,43.0087,-81.2775,249.0,Northern America
CANADA,Carleton University,601,20000,22,21,85,1200,600,235,135,335,60,https://carleton.ca,1,1,1,1,1,1,0,1,1,1,45.3876,-75.696,522.0,Northern America
CANADA,University of Sherbrooke,750,3000,15,65,90,1000,600,300,100,400,50,https://www.usherbrooke.ca,1,1,1,0,0,0,0,1,0,1,45.3806,-71.9271,2001.0,Northern America
CANADA,Concordia University,650,8000,15,45,80,1000,500,200,100,400,60,https://www.concordia.ca,1,1,1,0,1,0,0,1,1,1,45.4973,-73.5795,526.0,Northern America
CHILE,University of Chile,157,5000,6,25,70,800,350,200,100,250,40,https://www.uchile.cl,1,1,1,1,1,1,1,1,1,1,-33.4489,-70.6693,841.0,Southern America
CHILE,Pontifical Catholic University of Chile,170,6000,7,25,75,900,400,200,120,250,40,https://www.uc.cl,1,1,1,1,1,1,1,1,1,1,-33.4413,-70.6405,2001.0,Southern America
CHILE,Pontifical Catholic University of Valparaiso,311,4500,4,45,60,700,300,200,100,150,35,https://www.pucv.cl,1,1,1,1,1,1,0,1,1,1,-33.0324,-71.6029,1393.0,Southern America
CHINA,Peking University,23,4500,13,1,75,800,400,150,100,300,25,https://english.pku.edu.cn,1,1,1,1,1,1,1,1,1,1,39.9928,116.3055,14.0,Asia
CHINA,Tsinghua University,36,5000,12,2,75,900,500,150,100,300,25,https://www.tsinghua.edu.cn,1,1,1,1,1,1,1,1,1,1,40.0037,116.3269,12.0,Asia
CHINA,Nankai University,254,4500,8,50,80,800,300,150,80,200,30,https://www.nankai.edu.cn,1,1,1,1,1,1,1,1,1,1,39.1089,117.174,278.0,Asia
CHINA,Wuhan University,598,4000,7,75,82,600,250,120,100,100,20,https://www.whu.edu.cn,1,1,1,1,1,1,1,1,1,1,30.5479,114.3727,165.0,Asia
CHINA,Xiamen University,599,4500,6,80,84,650,300,150,110,120,25,https://www.xmu.edu.cn,1,1,1,1,1,1,1,1,1,1,24.4414,118.0889,350.0,Asia
CHINA,Xidian University,601,3500,5,45,75,600,250,120,80,200,20,https://en.xidian.edu.cn,1,1,0,0,1,0,0,1,0,1,34.2322,108.9153,800.0,Asia
CHINA,Fuzhou University,608,3000,3,70,73,500,200,100,70,150,20,https://www.fzu.edu.cn,1,1,0,0,1,0,0,1,0,1,26.0789,119.2099,864.0,Asia
CHINA,Jiangnan University,608,3500,5,45,75,600,250,150,80,200,30,https://www.jiangnan.edu.cn,1,1,1,0,1,0,0,1,1,1,31.5526,120.309,892.0,Asia
CHINA,Qingdao University,609,3200,4,50,77,600,250,150,70,180,25,https://www.qdu.edu.cn,1,1,1,0,1,0,1,1,1,1,36.062,120.3735,753.0,Asia
CHINA,Guangdong University of Technology,613,3000,4,55,76,600,250,150,70,180,30,https://www.gdut.edu.cn,1,1,1,0,1,0,0,1,1,1,23.02,113.23,660.0,Asia
CHINA,North China Electric Power University,626,4000,2,50,70,600,300,150,60,150,25,https://english.ncepu.edu.cn,1,0,0,0,0,0,0,1,0,1,40.1518,116.2863,936.0,Asia
CHINA,Ocean University of China,631,4500,10,80,75,600,250,100,50,150,20,https://english.ouc.edu.cn,1,1,0,0,1,0,0,1,0,1,36.0649,120.3289,2001.0,Asia
CHINA,Beijing Jiaotong University,632,4000,5,70,72,500,200,100,60,150,40,https://english.bjtu.edu.cn,1,1,0,0,0,0,0,1,0,1,39.9512,116.3524,2001.0,Asia
CHINA,Nanchang University,638,3000,5,80,70,500,250,150,40,150,20,http://www.ncu.edu.cn,1,1,0,0,1,0,0,1,0,1,28.6837,115.8532,2001.0,Asia
CHINA,Renmin University of China,639,5000,3,50,78,650,300,150,50,200,30,https://www.ruc.edu.cn,1,1,1,1,1,1,1,1,1,1,39.9673,116.3655,2001.0,Asia
CHINA,Zhejiang University of Technology,646,4000,12,85,70,600,300,150,40,200,30,https://www.zjut.edu.cn,1,1,0,0,1,0,0,1,0,1,30.3092,120.3688,2001.0,Asia
CHINA,University of Macau,651,6000,18,80,90,1000,450,200,70,300,30,https://www.um.edu.mo,1,1,1,1,1,1,1,1,1,1,22.1598,113.5634,194.0,Asia
CHINA,Nanjing Normal University,656,4500,18,85,80,700,300,150,50,150,30,https://www.njnu.edu.cn,1,1,1,1,1,0,0,1,0,1,32.0572,118.7892,73.0,Asia
CHINA,China University of Geosciences,661,3500,15,85,75,700,300,150,50,200,40,https://www.cug.edu.cn,1,1,1,1,1,1,1,1,0,1,30.5191,114.3592,2001.0,Asia
CHINA,Beijing University of Technology,663,4000,20,80,75,600,300,100,40,150,30,https://www.bjut.edu.cn,1,1,1,1,1,1,0,1,0,1,39.8675,116.4834,2001.0,Asia
CHINA,Hefei University of Technology,668,3000,12,80,75,600,250,100,50,200,40,https://www.hfut.edu.cn,1,1,1,1,1,0,0,1,0,1,31.8392,117.2571,2001.0,Asia
CHINA,Yangzhou University,801,2000,4,40,78,500,200,120,80,100,20,https://www.yzu.edu.cn,1,1,1,0,1,0,1,1,1,1,32.3942,119.4277,604.0,Asia
CHINA,Southwest Jiaotong University,801,2500,3,45,76,600,250,130,90,120,25,https://www.swjtu.edu.cn,1,0,0,0,1,0,0,1,1,1,30.7549,103.9317,2001.0,Asia
CHINA,Donghua University,702,3400,10,45,72,430,180,80,40,200,30,https://english.dhu.edu.cn,1,1,1,0,0,0,0,1,1,0,31.2195,121.417,531.0,Asia
CHINA,Tianjin Medical University,708,4000,9,50,72,500,200,90,50,220,25,http://www.tmu.edu.cn,0,0,0,0,1,0,1,0,0,0,39.1075,117.1967,244.0,Asia
CHINA,Central China Normal University,710,2800,10,75,75,450,180,80,40,200,25,http://english.ccnu.edu.cn,1,1,1,1,1,0,0,1,1,0,30.5166,114.3499,2001.0,Asia
CHINA,Guangzhou Medical University,876,4000,5,75,80,600,200,150,50,300,40,https://www.gzhmu.edu.cn,0,0,0,0,1,0,1,0,0,0,23.051,113.2926,868.0,Asia
CHINA,Hohai University,700,3500,8,75,80,550,250,120,60,200,30,https://www.hhu.edu.cn,1,1,1,0,0,0,0,1,0,1,32.0835,118.7789,2001.0,Asia
CHINA,Naval Medical University,820,4000,5,70,85,600,300,150,50,250,40,http://www.smmu.edu.cn,0,0,0,0,1,0,1,0,0,0,31.2001,121.4452,2001.0,Asia
CHINA,South China Normal University,850,3200,10,75,80,500,200,100,50,200,30,https://www.scnu.edu.cn,1,1,1,0,0,0,0,1,0,1,23.1479,113.345,768.0,Asia
CHINA,ShanghaiTech University,400,5000,5,30,75,850,500,250,80,400,45,https://www.shanghaitech.edu.cn,1,0,1,0,1,0,1,1,0,1,31.1765,121.6003,2001.0,Asia
CHINA,China University of Mining and Technology,750,3500,10,70,80,600,250,150,50,250,30,https://www.cumt.edu.cn,1,1,1,0,1,0,0,1,0,1,34.2054,117.2789,2001.0,Asia
CHINA,South China Agricultural University,600,3000,12,70,80,500,200,150,40,200,30,https://www.scau.edu.cn,1,1,0,0,1,0,0,1,0,1,23.156,113.3495,2001.0,Asia
CHINA,National University of Defense Technology,600,2500,5,35,80,600,300,150,40,200,30,https://www.udn.edu.cn,1,0,1,0,1,0,0,1,0,1,28.1987,112.9454,2001.0,Asia
CHINA,"China University of Geosciences, Beijing",700,2500,8,60,80,650,300,150,50,200,30,https://www.cug.edu.cn,1,0,0,0,1,0,0,1,0,1,39.9917,116.3655,2001.0,Asia
CHINA,Shaanxi Normal University,1000,2000,4,80,75,550,250,150,50,180,30,https://www.snnu.edu.cn,1,0,0,0,1,0,0,1,0,0,34.1572,108.8967,2001.0,Asia
COLOMBIA,University of the Andes,166,6000,8,35,65,700,300,150,100,200,40,https://uniandes.edu.co,1,1,1,1,1,1,1,1,1,1,4.601,-74.0656,813.0,Southern America
COLOMBIA,"University of Los Andes, Colombia",220,6000,12,35,60,700,300,200,70,150,30,https://uniandes.edu.co,1,1,1,1,1,1,0,1,1,0,4.601,-74.0655,2001.0,Southern America
COSTA RICA,University of Costa Rica,1001+,3000,10,50,75,800,350,250,80,100,20,https://www.ucr.ac.cr,1,1,1,1,1,1,0,1,1,1,9.9369,-84.0517,1250.0,Southern America
CROATIA,University of Zagreb,494,2000,5,70,85,900,400,200,100,150,30,https://www.unizg.hr,1,1,1,1,1,1,1,1,1,1,45.815,15.9819,1199.0,Europe
CUBA,University of Havana,1001+,2000,5,80,70,600,200,150,50,100,20,http://www.uh.cu,1,1,1,1,1,1,1,0,1,1,23.1383,-82.3625,1642.0,Southern America
CYPRUS,University of Cyprus,601-800,7000,15,40,85,900,400,250,100,200,30,https://www.ucy.ac.cy,1,1,1,1,1,1,1,1,1,1,35.1446,33.4112,529.0,Asia
CZECH REPUBLIC,Masaryk University,203,3000,12,45,85,800,350,200,100,150,30,https://www.muni.cz/en,1,1,1,1,1,1,1,1,1,1,49.194,16.6082,708.0,Europe
CZECH REPUBLIC,Palacky University Olomouc,850,3500,10,60,80,700,300,150,50,200,30,https://www.upol.cz,1,1,1,1,1,0,0,1,0,0,49.5901,17.251,945.0,Europe
CZECH REPUBLIC,Charles University,200,1200,20,45,85,900,400,250,80,250,40,https://www.cuni.cz,1,1,1,1,1,1,1,1,1,1,50.087,14.4175,416.0,Europe
DENMARK,University of Copenhagen,129,15000,25,22,95,2000,900,400,200,400,70,https://www.ku.dk,1,1,1,1,1,1,1,1,1,1,55.6781,12.5683,103.0,Europe
DENMARK,Aarhus University,146,15000,12,40,94,1500,600,300,200,500,60,https://international.au.dk,1,1,1,1,1,1,1,1,1,1,56.1684,10.202,109.0,Europe
DENMARK,Aalborg University,212,10000,16,40,93,1200,500,300,150,300,50,https://www.en.aau.dk,1,1,1,1,1,1,1,1,1,1,57.0483,9.9196,202.0,Europe
DOMINICAN REPUBLIC,Pontificia Universidad Catolica Madre y Maestra,1001+,2000,5,70,60,700,300,200,50,150,20,https://www.pucmm.edu.do,1,1,1,1,1,1,0,1,0,1,19.4671,-70.6902,2001.0,Southern America
ECUADOR,Pontificia Universidad Catolica del Ecuador,1001+,4000,5,70,60,600,250,150,50,150,20,https://www.puce.edu.ec,1,1,1,1,1,1,0,1,1,1,-0.2118,-78.4934,1805.0,Southern America
EGYPT,American University in Cairo,174,10000,14,35,65,700,300,150,100,250,30,https://www.aucegypt.edu,1,1,1,1,1,1,1,1,1,1,30.0188,31.5014,612.0,Africa
EGYPT,Cairo University,635,3500,5,85,65,600,250,150,50,200,30,https://www.cu.edu.eg,1,1,1,1,1,1,1,1,1,1,30.0277,31.2107,829.0,Africa
EL SALVADOR,University of El Salvador,1001+,1500,3,80,55,600,200,150,40,100,15,https://www.ues.edu.sv,1,1,1,1,1,1,1,1,0,1,13.698,-89.1914,2001.0,Southern America
ESTONIA,University of Tartu,134,3800,20,35,90,900,350,200,100,200,40,https://www.ut.ee,1,1,1,1,1,1,1,1,1,1,58.378,26.729,341.0,Europe
FIJI,University of the South Pacific,1001+,4500,15,70,70,700,300,200,50,100,20,https://www.usp.ac.fj,1,1,1,1,1,1,0,1,1,1,-18.1497,178.4419,1166.0,Oceania
FINLAND,University of Helsinki,57,13000,15,17,93,1600,850,300,150,400,70,https://www.helsinki.fi/en,1,1,1,1,1,1,1,1,1,1,60.1695,24.9354,121.0,Europe
FINLAND,Aalto University,163,12000,18,25,98,1500,600,300,150,500,60,https://www.aalto.fi,1,1,1,1,0,0,0,1,1,1,60.1867,24.8292,203.0,Europe
FINLAND,University of Turku,177,10000,9,45,90,1100,450,250,150,300,50,https://www.utu.fi,1,1,1,1,1,1,0,1,1,1,60.4545,22.2841,344.0,Europe
FINLAND,University of Oulu,385,10000,16,60,93,1300,500,250,150,200,50,https://www.oulu.fi,1,1,1,1,1,0,1,1,1,1,65.0121,25.4651,280.0,Europe
FINLAND,Tampere University,603,6000,10,47,88,1100,450,250,100,250,50,https://www.tuni.fi,1,1,1,1,1,0,0,1,1,1,61.4936,23.7551,340.0,Europe
FINLAND,University of Eastern Finland,607,10000,9,40,90,1200,600,250,100,400,60,https://www.uef.fi,1,1,1,1,1,0,1,1,1,1,62.6,29.75,532.0,Europe
FINLAND,University of Jyvaskyla,600,1800,10,60,90,900,450,200,60,300,50,https://www.jyu.fi,1,1,1,0,1,0,0,1,0,1,62.2408,25.7472,445.0,Europe
FRANCE,Universite Paris Saclay,283,2770,23,15,79,1400,600,250,150,300,70,https://www.universite-paris-saclay.fr,1,1,1,1,1,0,0,1,1,1,48.7095,2.1691,58.0,Europe
FRANCE,University of Montpellier,381,3000,12,70,86,1200,500,250,150,200,40,https://www.umontpellier.fr,1,1,1,1,1,1,1,1,1,1,43.6337,3.8612,324.0,Europe
FRANCE,University of Strasbourg,467,500,20,70,85,1100,450,250,140,200,45,https://www.unistra.fr,1,1,1,1,1,1,1,1,1,1,48.5846,7.7507,2001.0,Europe
FRANCE,University of Cote dAzur,602,300,12,50,80,1000,500,250,150,300,40,https://univ-cotedazur.eu,1,1,1,1,1,1,0,1,1,1,43.7078,7.2683,527.0,Europe
FRANCE,Ecole normale superieure de Lyon,648,10000,12,40,90,1200,600,250,90,400,50,https://www.ens-lyon.fr,1,1,1,1,1,1,0,1,1,1,45.7299,4.821,259.0,Europe
FRANCE,University of Burgundy,800,2200,12,70,85,850,400,250,90,300,35,https://www.u-bourgogne.fr,1,0,1,0,0,0,0,1,1,0,47.3152,5.0687,2001.0,Europe
FRANCE,Gustave Eiffel University,800,2000,10,55,85,950,500,250,70,300,50,https://www.u-ge.fr,1,1,0,0,0,0,0,1,0,1,48.8406,2.5848,2001.0,Europe
FRANCE,Savoie Mont Blanc University,900,2000,7,70,85,800,400,200,50,300,40,https://www.univ-smb.fr,1,0,1,1,1,0,0,1,0,0,45.6425,5.8702,2001.0,Europe
FRANCE,Sorbonne University,49,12000,30,25,65,1200,650,300,150,300,60,https://www.sorbonne-universite.fr,1,1,1,1,1,1,1,1,1,1,48.847,2.3417,75.0,Europe
GEORGIA,Ivane Javakhishvili Tbilisi State University,1001+,2000,15,60,75,500,200,150,50,100,15,https://www.tsu.ge,1,1,1,1,1,1,1,0,1,0,41.7167,44.7833,1661.0,Asia
GERMANY,University of Cologne,72,500,18,35,90,1200,600,250,150,400,60,https://www.uni-koeln.de,1,1,1,1,1,1,1,1,1,1,50.9271,6.9286,160.0,Europe
GERMANY,University of Gottingen,128,700,15,38,86,1000,400,250,150,300,50,https://www.uni-goettingen.de,1,1,1,1,1,1,1,1,1,1,51.5403,9.9347,112.0,Europe
GERMANY,University of Stuttgart,252,1500,20,60,85,1000,500,250,120,300,50,https://www.uni-stuttgart.de,1,1,1,1,1,1,1,1,1,1,48.7816,9.172,293.0,Europe
GERMANY,University of Duisburg-Essen,353,1500,14,70,88,1000,400,250,150,200,50,https://www.uni-due.de,1,1,1,1,1,1,1,1,0,1,51.4582,6.7746,2001.0,Europe
GERMANY,University of Wurzburg,492,1500,14,60,88,1200,550,250,150,200,50,https://www.uni-wuerzburg.de,1,1,1,1,1,1,1,1,1,1,49.789,9.9362,176.0,Europe
GERMANY,University of Bremen,531,0,13,55,82,900,400,250,100,300,40,https://www.uni-bremen.de,1,1,1,1,1,1,0,1,1,1,53.1068,8.8546,304.0,Europe
